"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","accuracy","headline_value","headline_status","fact_check_link","guessed_correctly"
"C1440913038",0.838827272212558,46,"Ohio","Midwest","Less than $25,000","White","Associate's degree","Democrat","Other","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1069405072",0.753128133858077,45,"Ohio","Midwest","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440912946",1.76429378842281,27,"Connecticut","Northeast","Less than $25,000","Other race","Some college, no degree","Republican",NA,"G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146547277",0.745208663262054,56,"California","West","$35,000 to $49,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440918955",1.76065869947786,69,"Louisiana","South","Less than $25,000","Black or African American","Ph.D.","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1086075850",1.20650582495683,75,"Mississippi","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1147191745",0.70474085084175,18,"California","West","Less than $25,000","White","Associate's degree","Republican","Other","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1143158957",0.650133856715106,29,"Florida","South","$25,000 to $34,999","White","Ph.D.","Democrat",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1033626843",0.814401877001315,55,"Ohio","Midwest","$25,000 to $34,999","White","Some college, no degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1144202600",0.688730671489939,27,"Iowa","Midwest","$35,000 to $49,999","White","Graduate or professional degree","Independent","Gary Johnson","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146547918",0.914169177619202,26,"Minnesota","Midwest","$25,000 to $34,999","White","Some college, no degree","Republican","Donald Trump","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440926828",2.47359507486225,21,"Missouri","Midwest","$25,000 to $34,999","Other race","Ph.D.","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440929961",1.43485617225207,74,"New Jersey","Northeast","$25,000 to $34,999","Black or African American","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1105022023",1.05509120209333,47,"Utah","West","$75,000 to $99,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1143936535",0.849417785205719,66,"Florida","South","Less than $25,000","White","Associate's degree","Republican","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440930847",0.797693485794292,65,"California","West","Less than $25,000","White","Ph.D.","Republican","Donald Trump","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440931084",0.90345227051585,58,"Michigan","Midwest","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1147300039",1.42039486093722,42,"Florida","South","$25,000 to $34,999","Black or African American","Associate's degree","Democrat",NA,"G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"C1440932477",0.681977213099476,66,"California","West","$50,000 to $74,999","White","Graduate or professional degree","Independent","Donald Trump","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1055142604",1.22669094257698,70,"Oregon","West","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440938504",0.735884037056358,58,"Louisiana","South","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146208877",0.655952697822906,51,"Maryland","South","$35,000 to $49,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"C1440934332",2.51386307187029,53,"Georgia","South","$75,000 to $99,999","Black or African American","Ph.D.","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1141911132",0.688730671489939,27,"Michigan","Midwest","$35,000 to $49,999","White","Ph.D.","Independent","Jill Stein","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1101601325",0.59302385498398,50,"Connecticut","Northeast","$35,000 to $49,999","White","Bachelor's degree","Independent",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146015682",0.748195544829893,60,"Oregon","West","$25,000 to $34,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146918257",0.650133856715106,31,"Texas","South","$25,000 to $34,999","White","Associate's degree","Other","Jill Stein","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1017449174",2.60212868331307,65,"South Carolina","South","$75,000 to $99,999","Black or African American","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1100770769",1.2553792416756,68,"Virginia","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1142041946",0.535743820278378,33,"New York","Northeast","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1101030130",0.779571624744114,63,"Wisconsin","Midwest","$35,000 to $49,999","White","Ph.D.","Independent","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1125415885",0.725053212359915,51,"California","West","$50,000 to $74,999","Other race","Ph.D.","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1146122085",0.655952697822906,52,"Virginia","South","$35,000 to $49,999","White","Associate's degree","Republican","Donald Trump","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1116175642",1.75915787290038,28,"Texas","South","$25,000 to $34,999","White","Some college, no degree","Democrat","Gary Johnson","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1144092304",2.25467190649295,34,"Illinois","Midwest","$50,000 to $74,999","White","Associate's degree","Independent",NA,"G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1146305673",0.600294675625689,54,"Florida","South","$50,000 to $74,999","White","Bachelor's degree","Republican","Donald Trump","G","not at all accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1147360215",0.697680181084948,47,"Missouri","Midwest","$35,000 to $49,999","Other race","Ph.D.","Democrat","Hillary Clinton","G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1143856468",0.708084369606574,53,"North Carolina","South","$35,000 to $49,999","White","Graduate or professional degree","Independent","Donald Trump","G","not very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","no"
"1144323356",1.26259640496552,26,"New York","Northeast","$35,000 to $49,999","Black or African American","Ph.D.","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1086607996",1.05376049350997,48,"New York","Northeast","$75,000 to $99,999","White","Associate's degree","Democrat","Hillary Clinton","G","very accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1147289776",0.633194584865808,36,"Arizona","West","$50,000 to $74,999","White","Ph.D.","Democrat",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
"1144836478",0.765521993084965,30,"California","West","$50,000 to $74,999","White","Associate's degree","Democrat",NA,"G","somewhat accurate","Barbara Bush: ‘I don’t know how women can vote for Trump’","Real","<a href=http://www.cbsnews.com/videos/barbara-bush-i-dont-know-how-women-can-vote-for-donald-trump/>CSB News</a>","yes"
